accuracy_mean,bearing_mean,acceleration_y_mean,acceleration_z_mean,second_mean,gyro_magnitude_mean,roll_mean,driver_age_mean,car_age_mean,driver_start_age_mean,G-Force_mean
7.166220718018018,162.1081081081081,9.322226860360361,3.1738833657657657,139.4009009009009,0.09130151254864866,222.65641594594595,44.0,21.0,34.0,0.00748081230731752
13.574297752808988,204.28648066629214,-9.34094748983146,-0.1495936319494382,337.08567415730334,0.13995653083595505,-247.5390983483146,48.0,22.0,32.0,0.013005173319536803
12.224359649122807,117.26754385964912,5.432502624561404,8.208654927192983,173.57456140350877,0.06060352774561403,105.43910411403509,49.0,11.0,38.0,0.021063806359559612
3.519709227812895,212.43710493046777,9.433371910189633,2.170432895010114,963.1295828065739,0.12825205360012643,231.4724499993679,42.0,15.0,28.0,0.0012895657498877679
4.103018078659613,184.88239373897707,9.560771577654322,0.6370666127726631,852.3412698412699,0.18395693280987654,255.94882523809525,41.0,25.0,16.0,0.004013312776766422
16.646871048421055,65.60695589473684,9.809772884210526,0.59199787808,151.72894736842105,0.09816027536842105,253.84069189473686,47.0,21.0,32.0,0.005659841998174006
7.631428358208955,249.79630350238807,-9.355357211402985,-0.47828916511999997,397.1544776119403,0.12542255585074627,-253.82794394029852,44.0,20.0,33.0,0.019509785689351203
4.240066105769231,87.21033653846153,9.449473351201924,0.7314906723233173,494.40444711538464,0.06182526151442307,256.44761978365386,50.0,15.0,28.0,0.004639888001390796
3.8149546383064514,75.61391129032258,9.712855828629031,2.3013522162217743,271.65625,0.032873895024596776,237.56264346774194,48.0,37.0,36.0,0.004969139078670177
7.392359756097561,146.29152844146344,-8.277001929268293,-3.7502434284552844,230.28048780487805,0.15156739256341464,-193.76331373983737,48.0,13.0,39.0,0.022382621759598473
7.2288327370304115,259.1565295169946,9.45673411627907,1.2621653834847943,677.6994633273703,0.1940558929135957,246.0367082468694,44.0,32.0,22.0,0.003921595892409915
3.683743849261084,151.74384236453201,9.470183918206896,-0.38274613555665027,266.51724137931035,0.07249741542807882,262.20258066009853,48.0,19.0,26.0,0.0037395941968633756
3.2896557377049183,68.65573770491804,9.17515839327869,2.888418046885246,80.65163934426229,0.0513735456657377,223.48440489180328,46.0,29.0,31.0,0.021338280251254598
12.669584210526315,118.90309986315789,-9.261780005614035,0.1938908872402456,435.7263157894737,0.17275813450526317,-244.81484501754386,50.0,17.0,41.0,0.004286964935230934
19.12296727748691,185.9198428871728,-9.184594629268323,-0.6880877219230367,468.6413612565445,0.144452582723822,-246.49535797696333,41.0,26.0,27.0,0.0042793232287504
4.576533333030303,171.24924242424242,9.461922774333333,2.3552561940157575,408.5325757575758,0.1300365649021212,234.73956572272726,48.0,26.0,33.0,0.006339105263543598
9.382967921681415,145.71681415929203,9.584733318141591,0.21693307309292037,662.7842920353983,0.14737303934513274,262.754872920354,48.0,14.0,34.0,0.0027690414329781467
19.117545704405284,234.6409691629956,9.376556572378856,2.3146463369823786,678.1266519823788,0.10673100808149781,233.33198447356827,45.0,13.0,36.0,0.005799457363878899
3.705516240551181,213.29773622047244,9.70328098976378,1.2383825718700787,679.1053149606299,0.14849118633602362,256.8837622440945,44.0,11.0,32.0,0.0015887927950948093
10.612219101123594,143.93293099719102,-9.153453194382022,0.767356315,237.01966292134833,0.1461570346039326,-247.34974991573034,49.0,32.0,29.0,0.002263039863821371
368.3270932655441,148.10600501165803,-9.083102235492229,-2.4677431243134715,430.4734455958549,0.08356438144170984,-227.79540581865285,51.0,27.0,46.0,0.0045239869706037855
15.824640407762558,138.29827463105022,-3.44894436086758,-8.699976037899544,223.324200913242,0.1461669567652968,-65.74514766210045,49.0,27.0,37.0,0.006437878460334544
8.791365291262135,187.86783980582524,7.017063903980583,6.514685953883495,255.90291262135923,0.10712095366393203,147.1871008368932,42.0,53.0,34.0,0.0042025227787794725
13.742818405472637,168.88763247761193,-9.155367895472637,-2.2733996908955225,264.12189054726366,0.12142371907711443,-232.05474140298506,49.0,32.0,29.0,0.003147311498324703
7.571748015873016,215.07431478095236,-8.086911906587302,-4.925347028571428,313.3779761904762,0.09263826515555555,-177.08684984325396,48.0,12.0,24.0,0.0052563164005506955
3.577865326625387,157.95255300309597,9.71791120882353,0.13974652439256965,365.437306501548,0.10249337565634675,263.78719715170274,41.0,31.0,29.0,0.0013312754359545396
9.751178921568629,249.5060320588235,-9.118049718627452,-2.359905037156863,376.35171568627453,0.07614303031862746,-220.80352512254902,51.0,30.0,36.0,0.0063639453681472585
6.702127014516129,113.16156010612903,-9.391587273387096,1.6312786693387098,681.2787298387096,0.12650158538306452,-239.74122421370967,51.0,11.0,43.0,0.0029577944672152727
8.605301204819277,199.09702501957833,-9.08773658055783,-1.3114044063816264,571.5384036144578,0.14504719722891565,-236.48968015623493,45.0,23.0,23.0,0.003422820934690804
10.817495291631799,145.19862949372384,1.731902358586611,9.36967389129707,686.2981171548117,0.16650069942782428,32.93944313697699,44.0,11.0,32.0,0.0010013084819617433
4.127236196319019,151.5314417177914,9.653490072107362,1.380357873030675,418.6196319018405,0.06804855147300613,245.56945834570553,50.0,35.0,26.0,0.004320237025998497
4.141947763432835,164.53544776119404,9.701493802462686,1.2297060372761193,167.06902985074626,0.08082468426492537,251.86333152238805,43.0,34.0,32.0,0.002455215144760889
8.545215384615384,120.26153846153846,9.27582584,2.1043335283076923,442.3423076923077,0.07429930350153846,238.2890110769231,48.0,16.0,29.0,0.023686832812762952
4.200168120960699,220.7816593886463,9.6748183079476,-1.6147360555502184,478.5403930131004,0.06674493811965065,245.61631905676856,50.0,15.0,28.0,0.00846946134478656
4.743771446648793,108.00469168900804,9.428719931233244,-0.24645889185174263,461.2171581769437,0.052376425579892756,261.40584571045576,41.0,33.0,36.0,0.008147156776492312
12.314379032258064,198.15387200362903,-8.419446085759274,-3.6949424201034273,610.9621975806451,0.12394695230362902,-197.09896786487903,48.0,13.0,42.0,0.0031498437671041804
18.384194736842105,257.64894736842103,9.230120326736843,2.8428426475052633,1045.168947368421,0.0966870917208,225.22141992,41.0,11.0,33.0,0.0018887463318367345
4.0460978041841,184.80491631799163,9.605088430920501,1.2075018171732217,582.3896443514644,0.1237893308872385,248.52325635983263,46.0,32.0,35.0,0.002565620081197165
3.7052766990291266,225.80825242718447,9.889194831407767,-0.1490602226359223,262.99271844660194,0.12295987760679611,257.2122206941748,49.0,11.0,28.0,0.009085097777541112
3.723309240983607,118.19821162444113,9.281577804172876,-2.851681278859911,1120.8524590163934,0.04814336111892697,224.4695842652757,50.0,35.0,26.0,0.004015194452232427
3.9626976237580993,125.78023758099351,9.32176140863931,1.9263355792850971,539.7543196544276,0.044552033465442765,240.87192421598272,49.0,25.0,42.0,0.0024577058913254285
4.004355412678063,137.33333333333334,9.656940815811966,0.7091982740307693,820.6396011396012,0.13670436747521367,251.3648776752137,49.0,10.0,24.0,0.003366420756962614
4.193241445247149,91.32842205323193,9.406794728312168,1.873840103958175,600.4192015209126,0.048172305161406845,239.98744599074146,46.0,31.0,39.0,0.002917240562677504
8.22755518018018,249.05180180180182,9.537416610585586,-1.373077503144144,268.759009009009,0.10995051872972973,250.7477747027027,45.0,16.0,26.0,0.01983925457942636
3.8860287356321837,129.25,9.617169029885059,-0.10867159920000001,102.0,0.12243606973563217,266.99809505747123,44.0,24.0,31.0,0.02109846615059817
6.226018344680852,229.89279666666667,38.34369517801419,2.140398700754137,529.7813238770685,0.7054110335106384,262.30866568794323,53.0,22.0,29.0,0.009445028764622231
4.205174795528455,200.7357723577236,9.501359531788617,1.0351328966813007,284.5731707317073,0.08051083426422764,255.64859033333335,42.0,27.0,35.0,0.0022461676567114646
9.56214509394572,162.85446901753653,-8.6123503068476,-0.06320369453507307,535.7265135699374,0.06654694445929019,-208.1270453611691,51.0,19.0,31.0,0.003823846349294874
5.686632887864077,91.00424757281553,9.201415886650485,2.881128893106796,644.6887135922331,0.07416990705031554,224.61704031553398,53.0,17.0,39.0,0.003165810265652863
13.062532712149533,100.92721228691587,-8.762487923341121,3.215210010046729,491.5309579439252,0.14375182321495325,-209.25730312383178,45.0,23.0,23.0,0.008708465436700123
6.023067707738095,106.88764880952381,8.354283325565476,4.95298764125,796.0922619047619,0.06735549212946428,185.57099620773812,44.0,13.0,35.0,0.001319444168783406
5.243202701081081,169.29410392792792,7.8597068774774765,5.118732848054054,758.2509009009009,0.030579153329621623,176.73972275675675,53.0,18.0,37.0,0.0010924140937929765
3.7360038910505837,116.90175097276264,9.499071718949416,1.508749976155642,488.52140077821014,0.05410266572256809,249.45028723346303,50.0,31.0,25.0,0.011784059634793138
5.1607242271477665,169.4020618556701,9.122556083505154,3.888025690034364,390.3307560137457,0.11804553263711341,207.43655027491408,49.0,25.0,42.0,0.0062818748889894105
8.298352942081449,175.75113122171945,9.47755022760181,1.1946031626131224,249.54185520361992,0.10581502401656108,250.4126333031674,45.0,16.0,40.0,0.004760553924000368
6.213360714285714,84.28893112857143,7.450410646857142,6.219883072142857,164.13571428571427,0.039834445614285716,155.5472686,44.0,13.0,26.0,0.03213419122959184
15.475408661710038,52.76687110929368,-9.309023689962824,-1.123385016267658,341.9804832713755,0.053244073815613385,-243.54739550185872,49.0,26.0,34.0,0.007595745137658372
4.8064104112627986,228.0401023890785,9.677766263481228,0.09054693755221843,338.6168941979522,0.1832497474880546,261.095572559727,50.0,29.0,39.0,0.004019691232621717
13.736654135338345,157.78728338345863,-9.276934354135339,1.5500949216541353,154.6390977443609,0.14265323697744361,-239.09230954887218,51.0,22.0,46.0,0.003661111992020868
6.527356363636363,204.58862399999998,8.951475629454546,2.1327461677454544,376.7509090909091,0.05561730138472727,233.97530412,52.0,23.0,29.0,0.007431244483165121
6.78537554047619,190.39072376623375,-9.377296816515152,-0.09429998004777057,544.2867965367965,0.07212334057640692,-246.90548453181816,49.0,25.0,44.0,0.0038470262163057684
10.29785173030303,208.2219586969697,-7.598176124545454,-5.668980604978355,283.24675324675326,0.050349298683982684,-163.28576911255414,47.0,17.0,36.0,0.0023412259117810757
5.2907703599547515,96.18608597285068,9.566939854819005,1.5329711443325793,566.966628959276,0.11608550237285067,243.55736517262446,45.0,12.0,40.0,0.003232927509003601
162.59359819658442,223.28475469449717,-9.52568279373814,-0.21069628375901328,601.584440227704,0.09641852451593927,-258.8335913662239,43.0,23.0,19.0,0.004729999438639972
3.9944055115485564,155.41272965879264,9.29807244855643,2.1840702130446195,452.31299212598424,0.09718320135031497,237.55101301837271,51.0,29.0,34.0,0.0016706791671621403
5.174911947787611,215.63230088495575,9.080577323522125,1.9888094987876104,727.3964601769911,0.12982818864318585,235.28635395716813,43.0,16.0,32.0,0.0011582426667393483
3.9166342136842105,131.10263157894738,9.64069407038158,-0.7379864706105262,463.59013157894736,0.08739452730157896,260.3199461710526,46.0,32.0,35.0,0.0033865597852040814
9.497284759358289,260.9752643540107,-9.12505945026738,0.28446207737433155,245.84893048128342,0.09744032745668449,-245.6562309090909,43.0,17.0,37.0,0.023621752784047257
4.2569770646789,131.50152905198777,9.741788427568808,-0.7634802816611621,765.4892966360857,0.12158396292507645,257.6584007828746,41.0,13.0,31.0,0.002031960589385571
6.260752150716333,209.40472779369628,9.63663535126934,-0.5000174181627507,569.2091690544413,0.12586896982366763,255.36907220343838,51.0,14.0,43.0,0.001652317441803988
9.395605734022556,132.52332702387218,-9.060829535451127,-0.5203220933103384,635.406015037594,0.14808245681954887,-243.81265458646618,49.0,35.0,41.0,0.004633454843064292
11.207812649164678,145.2428400954654,9.581019553770883,-1.4304304201217182,866.176014319809,0.1401574766443914,243.89718536992842,41.0,33.0,36.0,0.0017595597386220836
3.403953781512605,158.38550420168067,9.718810910504201,0.20794329142436976,279.56197478991595,0.10432272923739497,268.57892012605043,44.0,21.0,34.0,0.007394969687532156
3.7850317484126985,225.21428571428572,7.664823443650794,6.004272261111111,169.3095238095238,0.06277741766666667,162.61585853174603,49.0,19.0,36.0,0.005402129430498866
17.81580733944954,249.55045871559633,9.57104174587156,2.727170510091743,220.84174311926606,0.04220200897706421,229.66284321376148,52.0,18.0,33.0,0.04681097851525931
4.519529092363637,116.67612923636364,9.748437161036364,2.301686888358182,647.4177272727272,0.037804066092345455,236.45766939036363,51.0,14.0,29.0,0.004133959795217068
13.87948263888889,230.6368385347222,-1.526879007763889,-9.091189799305555,158.59548611111111,0.2750350630138889,-30.768299620763887,51.0,21.0,26.0,0.004781627663421201
4.7751915453027145,84.9258872651357,9.677145785636744,0.7871071187670147,587.7917536534446,0.1257795817146138,252.19730594989562,44.0,15.0,19.0,0.0035968636152699076
13.45705,229.33128321348948,-9.061417502105263,1.1687767799947368,656.5355263157895,0.12453119551842105,-235.57760552631578,45.0,29.0,23.0,0.003078236227616004
5.015424379669422,128.75,7.189371306595041,5.524791126836363,665.2404958677686,0.15588227503586777,158.33804421322316,51.0,37.0,38.0,0.006610219996959014
4.957323717948718,149.85897435897436,9.333891232478631,3.1205945115384615,457.08440170940173,0.0680826653865812,222.95107102564103,43.0,31.0,20.0,0.014825949908520843
9.506844348017621,216.24910093392072,-9.371993400837004,-0.5466677024462555,1281.0462555066078,0.1523758058578561,-251.48355734845813,44.0,19.0,38.0,0.0018265212270790253
10.70951724158215,118.64175919472618,-9.058980837703855,-2.355656935192698,702.5887423935092,0.08403417160446248,-225.64470032413792,53.0,22.0,44.0,0.0030532258778118142
4.545282291666666,194.12552083333333,9.462505477708334,2.2880037398183335,695.2140625,0.08507548191916667,236.7074259375,45.0,17.0,29.0,0.0020168649517389456
8.680294642857143,46.55601595238095,4.05717850952381,8.845327817857143,107.42261904761905,0.0526049229702381,76.77514763095239,44.0,38.0,20.0,0.004534127989552964
4.719357219827587,131.24304956896552,9.711889186422413,0.6251388460939655,561.2882543103449,0.12330783398254311,257.0689086702586,48.0,19.0,43.0,0.005961471915323715
